Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Valor,Fecha
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,7,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,14,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,4,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Agosto,2,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,3,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,3,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,3,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,47,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,22,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,15,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,16,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Agosto,15,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,4,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,2,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,3,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,3,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,3,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,16,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,14,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,31,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,22,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Agosto,2,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,2,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,9,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,4,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,10,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,4,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,2,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,34,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,5,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,4,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,62,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,14,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Agosto,1,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,2,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,0,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,6,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,12,2022-08-01
2022,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Agosto,2,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,12,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,12,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,1,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,8,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,21,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,8,2022-08-01
2022,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Agosto,3,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Agosto,0,2022-08-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,0,2022-09-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,2,2022-09-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,1,2022-09-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,0,2022-09-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,3,2022-09-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,0,2022-09-01
2022,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,10,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,3,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Septiembre,1,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,10,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,3,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,3,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,2,2022-09-01
2022,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Septiembre,2,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Septiembre,1,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Septiembre,1,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Septiembre,0,2022-09-01
2022,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Septiembre,0,2022-09-01
